"種類","価格情報区分","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","面積（㎡）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時期","取引の事情等"
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","上辺見","古河","",27000000,205,"","",115,"2022年","木造","","","南西","公道",5,"１低住専",40,80,"2023年第1四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","鴻巣","古河","30分～60分",8300000,170,"","",120,"1991年","木造","","","北","私道",4.2,"２低住専",60,200,"2023年第1四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","静町","古河",25,7800000,115,"","",95,"1990年","木造","","","南","公道",8,"１低住専",50,100,"2023年第2四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","鴻巣","古河","30分～60分",18000000,170,"","",110,"2019年","木造","","","","","","２低住専",60,200,"2023年第2四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","古河","古河",15,22000000,180,"","",110,"2023年","木造","","","北東","公道",4,"１種住居",60,160,"2023年第2四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","中央町","古河",15,13000000,115,"","",95,"1994年","木造","","","南","公道",4.7,"１中住専",60,200,"2023年第3四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","上辺見","古河","",25000000,205,"","",115,"2023年","木造","","","南","公道",5,"１低住専",40,80,"2023年第3四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","上辺見","古河","",30000000,220,"","",115,"2023年","木造","","","南","公道",5,"１低住専",50,80,"2023年第3四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","鴻巣","古河",25,22000000,325,"","",110,"2017年","木造","","","東","公道",6,"１低住専",40,80,"2023年第3四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","鴻巣","古河","30分～60分",17000000,225,"","",110,"2023年","木造","","","北","",4,"２種住居",60,160,"2023年第3四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","古河","古河",15,21000000,190,"","",110,"2023年","木造","","","北東","公道",4,"１種住居",60,160,"2023年第3四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","古河","古河",15,26000000,185,"","",110,"2023年","木造","","","南西","公道",4.1,"１種住居",60,164,"2023年第3四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","古河","古河",15,20000000,180,"","",110,"2023年","木造","","","北東","公道",4,"１種住居",60,160,"2023年第3四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","錦町","古河",20,19000000,210,"","",115,"2023年","木造","","","東","公道",4,"１中住専",60,160,"2023年第4四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","錦町","古河",20,17000000,205,"","",100,"2023年","木造","","","東","公道",4,"１中住専",60,160,"2023年第4四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","松並","古河",25,25000000,310,"","",110,"2023年","木造","","","北","私道",4,"１低住専",40,80,"2023年第4四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","松並","古河",25,25000000,300,"","",115,"2023年","木造","","","西","",4,"１低住専",40,80,"2023年第4四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","古河","古河",15,19000000,170,"","",110,"2023年","木造","","","南西","公道",4.1,"１種住居",60,164,"2023年第4四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","女沼","古河","",26000000,200,"","",110,"2022年","木造","","","東","公道",6,"１低住専",40,80,"2023年第1四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","女沼","古河","",25000000,200,"","",115,"2023年","木造","","","西","公道",6,"１低住専",50,80,"2023年第1四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","女沼","古河","",22000000,200,"","",110,"2023年","木造","","","西","公道",6,"１低住専",40,80,"2023年第1四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","女沼","古河","",21000000,220,"","",115,"2023年","木造","","","西","公道",6,"１低住専",40,80,"2023年第1四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","女沼","古河","30分～60分",4500000,155,"","",95,"1988年","木造","","","東","","","１種住居",60,200,"2023年第1四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","東牛谷","古河","30分～60分",20000000,265,"","",170,"2004年","木造","","","西","公道",3.6,"工業",60,200,"2023年第1四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","女沼","古河","",22000000,200,"","",110,"2022年","木造","","","北","公道",6,"１低住専",40,80,"2023年第2四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","女沼","古河","",21000000,205,"","",110,"2022年","木造","","","南","公道",6,"１低住専",40,80,"2023年第2四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","女沼","古河","1H～1H30",3800000,220,"","",85,"1988年","木造","","","北西","公道",4,"１低住専",40,80,"2023年第2四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","女沼","古河","",6000000,145,"","",80,"1981年","木造","","","北","公道",2.7,"１低住専",40,80,"2023年第2四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","女沼","古河","",21000000,220,"","",115,"2023年","木造","","","西","公道",6,"１低住専",40,80,"2023年第2四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","中田","古河","",2800000,325,"","",60,"1974年","木造","","","南","私道",4.7,"１低住専",40,80,"2023年第2四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","東諸川","古河","1H30～2H",15000000,165,"","",95,"1992年","木造","","","北","公道",3.7,"１低住専",40,80,"2023年第2四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","大山","栗橋","30分～60分",15000000,165,"","",115,"1991年","木造","","","西","公道",6,"２低住専",60,200,"2023年第3四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","女沼","古河","",22000000,200,"","",110,"2022年","木造","","","北","公道",6,"１低住専",50,80,"2023年第3四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","磯部","古河","1H～1H30",2000000,185,"","",70,"1979年","木造","","","","","","１中住専",60,200,"2023年第4四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","女沼","古河","",24000000,205,"","",115,"2023年","木造","","","南","公道",6,"１低住専",40,80,"2023年第4四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","茶屋新田","古河","30分～60分",15000000,170,"","",110,"2023年","木造","","","南","公道",5,"１種住居",60,200,"2023年第4四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","茶屋新田","古河","30分～60分",15000000,165,"","",105,"2023年","木造","","","南","公道",5,"１種住居",60,200,"2023年第4四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","久能","古河","",22000000,265,"","",110,"2023年","木造","","","北","公道",12,"１種住居",60,200,"2023年第1四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","久能","古河","",24000000,235,"","",110,"2023年","木造","","","南","公道",6,"１種住居",60,200,"2023年第1四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","久能","","",6000000,140,"","",85,"1986年","木造","","","東","公道",4.2,"１種住居",60,200,"2023年第1四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","三和","古河","30分～60分",15000000,155,"","",110,"2022年","木造","","","南","",4,"１低住専",54,124,"2023年第1四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","諸川","古河","",25000000,220,"","",115,"2023年","木造","","","北西","公道",4,"準住居",60,160,"2023年第1四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","諸川","古河","",24000000,260,"","",110,"2023年","木造","","","北西","公道",4,"準住居",60,160,"2023年第1四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","駒羽根","古河","30分～60分",3500000,110,"","",70,"1982年","木造","","","南","私道",4,"１低住専",40,80,"2023年第2四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","関戸","古河","30分～60分",21000000,225,"","",80,"2020年","木造","","","北東","公道",6,"１種住居",60,200,"2023年第2四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","原","古河",25,14000000,140,"","",90,"1995年","木造","","","南","公道",6,"１種住居",60,200,"2023年第2四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","諸川","古河","",23000000,220,"","",115,"2023年","木造","","","北西","公道",4,"準住居",60,160,"2023年第2四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","平和町","古河",20,11000000,190,"","",110,"1986年","軽量鉄骨造","","","南東","公道",4.4,"１種住居",60,200,"2023年第3四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","久能","古河","1H～1H30",18000000,320,"","",125,"2000年","木造","","","東","公道",6,"１種住居",60,200,"2023年第3四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","西牛谷","","",4700000,170,"","",80,"1981年","木造","","","北東","私道","","１低住専",40,80,"2023年第3四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","諸川","古河","1H30～2H",11000000,150,"","",95,"1985年","木造","","","南西","私道",4,"１低住専",40,80,"2023年第3四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","諸川","古河","",20000000,225,"","",115,"2023年","木造","","","北","公道",4,"１低住専",40,80,"2023年第4四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","諸川","古河","",21000000,225,"","",110,"2023年","木造","","","北","公道",4,"１低住専",40,80,"2023年第4四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","諸川","古河","",20000000,225,"","",110,"2023年","木造","","","北","公道",4,"１低住専",40,80,"2023年第4四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","諸川","古河","",24000000,180,"","",115,"2023年","木造","","","西","公道",4.2,"１種住居",70,200,"2023年第4四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","諸川","古河","1H30～2H",4000000,140,"","",70,"1978年","木造","","","北","公道",5.7,"１低住専",40,80,"2023年第4四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","けやき平","栗橋","",18000000,205,"","",125,"2010年","軽量鉄骨造","","","南","公道",6,"１低住専",40,80,"2023年第1四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","坂間","古河","30分～60分",17000000,165,"","",100,"2022年","木造","","","北","",4,"２低住専",60,200,"2023年第1四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","けやき平","栗橋","30分～60分",17000000,220,"","",140,"2000年","軽量鉄骨造","","","南","公道",11,"１低住専",40,80,"2023年第3四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","宮前町","古河",20,21000000,225,"","",105,"2023年","木造","","","北","公道",4,"２低住専",60,160,"2023年第3四半期",""
"宅地(土地と建物)","成約価格情報","","08204","茨城県","古河市","宮前町","古河",20,18000000,215,"","",115,"2023年","木造","","","南","公道",4,"２低住専",60,160,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","旭町","古河",15,42000000,950,"不整形","",310,"1997年","木造","住宅","住宅","西","市道","","１種住居",60,200,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","旭町","古河",24,4000000,120,"ほぼ長方形","",80,"","木造","住宅","","東","市道","","１低住専",40,80,"2023年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","旭町","古河",20,500000,100,"ほぼ長方形","","","","","","その他","西","市道","","１種住居",60,200,"2023年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","新久田","古河","30分～60分",19000000,180,"ほぼ長方形","",115,"2018年","木造","住宅","住宅","北西","市道","","１低住専",50,100,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","新久田","古河","30分～60分",6000000,165,"ほぼ長方形","",125,"1994年","木造","住宅","","北東","市道","","１低住専",60,200,"2023年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","大堤","古河",23,16000000,180,"ほぼ台形","",105,"2023年","","","住宅","南西","市道","","２種住居",60,200,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","大堤","古河",20,26000000,185,"ほぼ整形",14.6,105,"2023年","木造","住宅","住宅","南西","市道",6,"１種住居",60,200,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","大堤","古河",19,35000000,195,"ほぼ長方形","",115,"2023年","木造","住宅","住宅","南東","市道","","１種住居",60,200,"2023年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","大堤","古河","30分～60分",17000000,200,"ほぼ長方形","",105,"2022年","木造","住宅","住宅","北","市道","","１種住居",60,200,"2023年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","大山","栗橋","30分～60分",12000000,165,"ほぼ正方形","",110,"1993年","木造","住宅","住宅","北","市道","","２低住専",60,200,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","大山","栗橋","30分～60分",6000000,500,"ほぼ長方形","",135,"1986年","木造","住宅","住宅","東","市道","","２低住専",60,200,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","大山","栗橋","30分～60分",18000000,200,"ほぼ長方形","",100,"2023年","木造","住宅","住宅","北","市道","","２低住専",60,200,"2023年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","大山","栗橋","30分～60分",28000000,200,"ほぼ長方形","","","","","","","北","市道","","２低住専",60,200,"2023年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","大和田","古河","1H30～2H",8500000,165,"長方形",11,85,"1981年","木造","住宅","住宅","西","市道",4.4,"調整区域",60,200,"2023年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","大和田","古河","1H30～2H",7000000,570,"ほぼ整形","",120,"1983年","木造","住宅","住宅","西","市道",6,"調整区域",60,200,"2023年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","工業地","08204","茨城県","古河市","丘里","古河","1H～1H30",110000000,"2,000㎡以上","ほぼ整形","50.0m以上",980,"1969年","鉄骨造","工場、事務所","工場","南","市道",12,"工業専用",60,200,"2023年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","尾崎","古河","2H～",7000000,300,"ほぼ長方形",14,125,"1997年","木造","住宅","","南","市道",6,"調整区域",60,200,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","尾崎","古河","2H～",2000000,430,"ほぼ長方形","",75,"1984年","木造","住宅","","南西","私道",6,"調整区域",60,200,"2023年第4四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","尾崎","古河","2H～",2000000,165,"ほぼ長方形",16,40,"1984年","木造","住宅","住宅","西","市道",5.5,"調整区域",60,200,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","尾崎","古河","2H～",4500000,230,"ほぼ長方形",16.5,100,"1989年","木造","住宅","","南","私道",6,"調整区域",60,200,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","尾崎","古河","2H～",4500000,210,"ほぼ正方形",13,85,"1990年","木造","住宅","","北","私道",4,"調整区域",60,200,"2023年第4四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","尾崎","古河","2H～",2000000,440,"ほぼ長方形",10,105,"1993年","木造","住宅","","北","市道",4.9,"調整区域",60,200,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","尾崎","古河","2H～",5000000,200,"ほぼ長方形",15.3,105,"1986年","木造","住宅","住宅","東","市道",5,"調整区域",60,200,"2023年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","尾崎","古河","2H～",1500000,700,"ほぼ長方形","",105,"1986年","木造","住宅","","東","私道",6,"調整区域",60,200,"2023年第3四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","尾崎","古河","2H～",2100000,125,"ほぼ正方形",11,75,"1991年","木造","住宅","住宅","西","私道",4,"調整区域",60,200,"2023年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","尾崎","古河","2H～",16000000,230,"ほぼ長方形",11,95,"1996年","木造","住宅","住宅","南","私道",4,"調整区域",60,200,"2023年第2四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","尾崎","古河","2H～",1400000,175,"ほぼ長方形",10,100,"1992年","木造","住宅","住宅","南","市道",4.5,"調整区域",60,200,"2023年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","尾崎","古河","2H～",5000000,190,"ほぼ長方形",12.5,40,"1989年","木造","住宅","","北","市道",6.3,"調整区域",60,200,"2023年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","女沼","古河","30分～60分",25000000,210,"ほぼ整形","",115,"2023年","木造","住宅","住宅","南","市道","","１低住専",40,80,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","女沼","古河","30分～60分",11000000,230,"ほぼ整形",16.5,55,"1970年","木造","住宅","住宅","西","市道",6,"１種住居",60,200,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","女沼","古河","30分～60分",60000000,290,"ほぼ整形",9.7,115,"2024年","","住宅","","南","市道",4,"１低住専",40,80,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","女沼","古河","30分～60分",13000000,135,"ほぼ長方形","",90,"2003年","木造","住宅","住宅","南東","市道","","１種住居",60,200,"2023年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","女沼","古河","30分～60分",800000,135,"ほぼ長方形","",85,"1982年","木造","住宅","住宅","南","市道","","１低住専",40,80,"2023年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","女沼","古河","30分～60分",13000000,210,"不整形","",100,"1999年","木造","住宅","住宅","西","市道","","１種住居",60,200,"2023年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","女沼","古河","30分～60分",4300000,140,"ほぼ長方形","",75,"","木造","住宅","住宅","北","市道","","１低住専",40,80,"2023年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","女沼","古河","30分～60分",12000000,370,"ほぼ長方形","",140,"1991年","木造","住宅","住宅","南東","市道","","１低住専",40,80,"2023年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","女沼","古河","30分～60分",28000000,190,"ほぼ正方形","",110,"2023年","木造","住宅","住宅","西","私道","","１低住専",40,80,"2023年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","女沼","古河","30分～60分",31000000,210,"ほぼ長方形","",135,"2023年","木造","住宅","住宅","南東","市道","","１種住居",60,200,"2023年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","葛生","古河","1H30～2H",1500000,220,"ほぼ長方形","",65,"1983年","木造","住宅","住宅","南","市道","","調整区域",60,200,"2023年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","上大野","古河","1H30～2H",19000000,430,"ほぼ正方形","",85,"2018年","木造","店舗","店舗","南","国道","","調整区域","","","2023年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","上片田","古河","1H30～2H",6000000,170,"ほぼ長方形",11,95,"1992年","木造","住宅","住宅","西","私道",3.7,"調整区域",60,200,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","上片田","古河","1H30～2H",1500000,165,"ほぼ正方形",13,80,"1980年","木造","住宅","住宅","東","私道",5.7,"調整区域",60,200,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","上片田","古河","1H30～2H",1300000,135,"ほぼ長方形",13,160,"1990年","木造","住宅","住宅","南","私道",4,"調整区域",60,200,"2023年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","上片田","古河","2H～",4000000,410,"ほぼ長方形",28,80,"1965年","木造","住宅","倉庫","西","市道",7,"調整区域",60,200,"2023年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","上片田","古河","1H30～2H",24000000,1400,"ほぼ台形",39,410,"1990年","鉄骨造","工場","工場","北","市道",3,"調整区域",60,200,"2023年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","上片田","古河","1H30～2H",6000000,750,"ほぼ長方形","",110,"1986年","木造","住宅","","西","市道",6.7,"調整区域",60,200,"2023年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","上辺見","古河","30分～60分",56000000,280,"ほぼ長方形","",100,"2024年","軽量鉄骨造","住宅","住宅","東","私道","","１低住専",40,80,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","上辺見","古河","30分～60分",2400000,115,"ほぼ長方形","",65,"","木造","住宅","住宅","南西","私道","","１低住専",40,80,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","上辺見","古河","30分～60分",22000000,250,"不整形","",110,"2019年","木造","住宅","住宅","東","市道","","１低住専",40,80,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","上辺見","古河",26,26000000,180,"不整形","",110,"2023年","木造","住宅","住宅","南","市道","","１低住専",50,100,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","上辺見","古河",25,35000000,350,"不整形","",195,"2008年","軽量鉄骨造","住宅","住宅","北西","市道","","１低住専",50,100,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","上辺見","古河","30分～60分",35000000,220,"ほぼ整形",17.4,90,"2024年","木造","住宅","","南東","私道",4,"１低住専",40,80,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","08204","茨城県","古河市","上辺見","古河","30分～60分",12000000,210,"不整形","",300,"1989年","鉄骨造","事務所、店舗","店舗","東","市道","","近隣商業",80,200,"2023年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","上辺見","古河","30分～60分",10000000,140,"ほぼ長方形","",105,"1991年","木造","共同住宅","住宅","北西","市道","","１種住居",60,200,"2023年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","上辺見","古河","30分～60分",58000000,230,"ほぼ正方形","",105,"2024年","軽量鉄骨造","住宅","","東","私道","","１低住専",40,80,"2023年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","上辺見","古河","30分～60分",49000000,500,"ほぼ整形",17.3,130,"2024年","","住宅","","南東","市道",6,"１低住専",40,80,"2023年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","上辺見","古河","30分～60分",20000000,190,"ほぼ台形",11.7,110,"2022年","木造","住宅","住宅","北東","市道",5,"１種住居",60,200,"2023年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","上辺見","古河",28,9000000,165,"ほぼ台形",8.3,105,"1996年","木造","住宅","住宅","北西","私道",6,"１低住専",40,80,"2023年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","北町","古河",16,13000000,165,"不整形","",100,"","","","住宅","南東","市道","","１中住専",60,200,"2023年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","北山田","古河","2H～",4500000,310,"ほぼ長方形",12,90,"1968年","木造","住宅","住宅","北","県道",9,"調整区域",60,200,"2023年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","久能","古河","1H～1H30",9500000,320,"ほぼ長方形","",125,"2000年","木造","住宅","","東","市道","","１種住居",60,200,"2023年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","久能","古河","1H30～2H",40000000,390,"ほぼ長方形",14.7,95,"","","","住宅","北東","市道",5.6,"調整区域",60,200,"2023年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","鴻巣","古河",26,9500000,150,"ほぼ長方形","",115,"1997年","木造","住宅","","南","市道","","１低住専",40,80,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","鴻巣","古河","30分～60分",4500000,180,"ほぼ台形","",115,"1997年","木造","住宅","住宅","南","市道","","２低住専",60,200,"2023年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","鴻巣","古河","30分～60分",19000000,170,"ほぼ長方形","",105,"2019年","木造","住宅","住宅","北","市道","","２低住専",60,200,"2023年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","鴻巣","古河","30分～60分",13000000,135,"ほぼ整形","",95,"1991年","木造","住宅","住宅","東","私道","","２低住専",60,200,"2023年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","工業地","08204","茨城県","古河市","高野","古河","1H30～2H",16000000,380,"ほぼ整形","",175,"1993年","鉄骨造","工場","倉庫","東","市道","","工業",60,200,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","高野","古河","1H30～2H",14000000,180,"不整形",13.5,90,"1994年","木造","住宅","住宅","南西","私道",5,"工業",60,200,"2023年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","古河","古河",15,19000000,170,"不整形","",110,"2023年","木造","住宅","住宅","南西","市道","","１種住居",60,200,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","小堤","古河","1H～1H30",9000000,330,"ほぼ整形","",180,"1991年","木造","住宅","その他","西","市道","","調整区域",60,200,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","08204","茨城県","古河市","小堤","古河","1H～1H30",4600000,185,"ほぼ台形","",85,"","","","住宅","東","市道","","調整区域",60,200,"2023年第2四半期",""
